wandb: Detected [openai] in use.
wandb: Use W&B Weave for improved LLM call tracing. Install Weave with `pip install weave` then add `import weave` to the top of your script.
wandb: For more information, check out the docs at: https://weave-docs.wandb.ai/
Checkpoint tracker file does not exist: /home/ykwang/mtdata2/DRRO/drro_delta0.25/latest_checkpointed_iteration.txt
Training from scratch
("Initial validation metrics: {'val/proxy_mean': 0.5901941820190473, "
 "'val/gold_mean': 2.0586345523443015, 'val/kl': 0.0}")
step:0 - val/proxy_mean:0.5901941820190473 - val/gold_mean:2.0586345523443015 - val/kl:0.0
Training Progress:   6%|▌         | 31/500 [29:54<7:30:48, 57.67s/it]
step:390 - global_seqlen/min:3478 - global_seqlen/max:3596 - global_seqlen/minmax_diff:118 - global_seqlen/balanced_min:3537 - global_seqlen/balanced_max:3537 - global_seqlen/mean:3537.0 - actor/entropy:1.103517770767212 - perf/mfu/actor_infer:0 - actor/pg_loss:-1.2532109394669533e-07 - actor/kl_loss:0.0 - actor/pg_clipfrac:0.0 - actor/ppo_kl:0.0 - actor/pg_clipfrac_lower:0.0 - actor/grad_norm:0.7666411995887756 - perf/mfu/actor:0.0 - perf/max_memory_allocated_gb:24.652024269104004 - perf/max_memory_reserved_gb:25.26953125 - perf/cpu_memory_used_gb:29.716773986816406 - actor/lr:1e-05 - training/global_step:390 - training/epoch:0 - train/reward_mean:4.479808837175369 - critic/score/mean:4.479808807373047 - critic/score/max:5.99741268157959 - critic/score/min:-4.968050956726074 - critic/rewards/mean:4.479808807373047 - critic/rewards/max:5.99741268157959 - critic/rewards/min:-4.968050956726074 - critic/advantages/mean:-0.0005362452357076108 - critic/advantages/max:1.836226463317871 - critic/advantages/min:-2.3413798809051514 - critic/returns/mean:-0.0005362452357076108 - critic/returns/max:1.836226463317871 - critic/returns/min:-2.3413798809051514 - response_length/mean:94.15625 - response_length/max:96.0 - response_length/min:74.0 - response_length/clip_ratio:0.875 - response_length_non_aborted/mean:94.15625 - response_length_non_aborted/max:96.0 - response_length_non_aborted/min:74.0 - response_length_non_aborted/clip_ratio:0.875 - response/aborted_ratio:0.0 - prompt_length/mean:16.375 - prompt_length/max:27.0 - prompt_length/min:11.0 - prompt_length/clip_ratio:0.0 - num_turns/min:2 - num_turns/max:2 - num_turns/mean:2.0 - timing_s/start_profile:8.94919503480196e-05 - timing_s/agent_loop/generate_sequences/min:1.0470505430130288 - timing_s/agent_loop/generate_sequences/max:4.320561069063842 - timing_s/agent_loop/generate_sequences/mean:1.8328289579185366 - timing_s/agent_loop/tool_calls/min:0.0 - timing_s/agent_loop/tool_calls/max:0.0 - timing_s/agent_loop/tool_calls/mean:0.0 - timing_s/agent_loop/slowest/generate_sequences:4.320561069063842 - timing_s/agent_loop/slowest/tool_calls:0.0 - timing_s/agent_loop/slowest/prompt_length:11 - timing_s/agent_loop/slowest/response_length:96 - timing_s/gen:11.179250309010968 - timing_s/reward:0.2099156129406765 - timing_s/old_log_prob:9.464631360955536 - timing_s/adv:0.0040299249812960625 - timing_s/update_actor:34.22152579401154 - timing_s/step:55.10168750793673 - timing_s/stop_profile:0.00017073506023734808 - timing_per_token_ms/gen:1.8551693177913986 - timing_per_token_ms/adv:0.0005696812243845155 - timing_per_token_ms/update_actor:4.837648543117266 - perf/total_num_tokens:7074 - perf/time_per_step:55.10168750793673 - perf/throughput:64.1904115820507
step:391 - global_seqlen/min:3632 - global_seqlen/max:3741 - global_seqlen/minmax_diff:109 - global_seqlen/balanced_min:3682 - global_seqlen/balanced_max:3691 - global_seqlen/mean:3686.5 - actor/entropy:1.1061346530914307 - perf/mfu/actor_infer:0 - actor/pg_loss:3.2996467780321836e-09 - actor/kl_loss:0.0 - actor/pg_clipfrac:0.0 - actor/ppo_kl:0.0 - actor/pg_clipfrac_lower:0.0 - actor/grad_norm:0.718354344367981 - perf/mfu/actor:0.0 - perf/max_memory_allocated_gb:24.652024269104004 - perf/max_memory_reserved_gb:25.26953125 - perf/cpu_memory_used_gb:29.720855712890625 - actor/lr:1e-05 - training/global_step:391 - training/epoch:0 - train/reward_mean:4.592516663484275 - critic/score/mean:4.592516899108887 - critic/score/max:5.960693359375 - critic/score/min:0.9928408265113831 - critic/rewards/mean:4.592516899108887 - critic/rewards/max:5.960693359375 - critic/rewards/min:0.9928408265113831 - critic/advantages/mean:0.012353978119790554 - critic/advantages/max:1.493293046951294 - critic/advantages/min:-2.428623676300049 - critic/returns/mean:0.012353978119790554 - critic/returns/max:1.493293046951294 - critic/returns/min:-2.428623676300049 - response_length/mean:94.828125 - response_length/max:96.0 - response_length/min:49.0 - response_length/clip_ratio:0.9375 - response_length_non_aborted/mean:94.828125 - response_length_non_aborted/max:96.0 - response_length_non_aborted/min:49.0 - response_length_non_aborted/clip_ratio:0.9375 - response/aborted_ratio:0.0 - prompt_length/mean:20.375 - prompt_length/max:40.0 - prompt_length/min:12.0 - prompt_length/clip_ratio:0.0 - num_turns/min:2 - num_turns/max:2 - num_turns/mean:2.0 - timing_s/start_profile:8.306303061544895e-05 - timing_s/agent_loop/generate_sequences/min:0.7286374430404976 - timing_s/agent_loop/generate_sequences/max:4.196723415981978 - timing_s/agent_loop/generate_sequences/mean:1.7624130611438886 - timing_s/agent_loop/tool_calls/min:0.0 - timing_s/agent_loop/tool_calls/max:0.0 - timing_s/agent_loop/tool_calls/mean:0.0 - timing_s/agent_loop/slowest/generate_sequences:4.196723415981978 - timing_s/agent_loop/slowest/tool_calls:0.0 - timing_s/agent_loop/slowest/prompt_length:12 - timing_s/agent_loop/slowest/response_length:96 - timing_s/gen:10.995623435010202 - timing_s/reward:0.2232788240071386 - timing_s/old_log_prob:9.634245806955732 - timing_s/adv:0.0018893340602517128 - timing_s/update_actor:34.43021189305 - timing_s/step:55.30854647397064 - timing_s/stop_profile:0.000131112989038229 - timing_per_token_ms/gen:1.8117685673109576 - timing_per_token_ms/adv:0.00025625038115444364 - timing_per_token_ms/update_actor:4.669769685752068 - perf/total_num_tokens:7373 - perf/time_per_step:55.30854647397064 - perf/throughput:66.65335169737185
step:392 - global_seqlen/min:3568 - global_seqlen/max:3786 - global_seqlen/minmax_diff:218 - global_seqlen/balanced_min:3677 - global_seqlen/balanced_max:3677 - global_seqlen/mean:3677.0 - actor/entropy:1.0461041927337646 - perf/mfu/actor_infer:0 - actor/pg_loss:6.850459612905979e-07 - actor/kl_loss:0.0 - actor/pg_clipfrac:0.0 - actor/ppo_kl:0.0 - actor/pg_clipfrac_lower:0.0 - actor/grad_norm:0.7488969564437866 - perf/mfu/actor:0.0 - perf/max_memory_allocated_gb:24.652024269104004 - perf/max_memory_reserved_gb:25.26953125 - perf/cpu_memory_used_gb:29.721817016601562 - actor/lr:1e-05 - training/global_step:392 - training/epoch:0 - train/reward_mean:4.867690656334162 - critic/score/mean:4.867690086364746 - critic/score/max:6.058073043823242 - critic/score/min:0.5504014492034912 - critic/rewards/mean:4.867690086364746 - critic/rewards/max:6.058073043823242 - critic/rewards/min:0.5504014492034912 - critic/advantages/mean:-0.014251665212213993 - critic/advantages/max:1.7909702062606812 - critic/advantages/min:-2.264331817626953 - critic/returns/mean:-0.014251665212213993 - critic/returns/max:1.7909702062606812 - critic/returns/min:-2.264331817626953 - response_length/mean:93.15625 - response_length/max:96.0 - response_length/min:67.0 - response_length/clip_ratio:0.703125 - response_length_non_aborted/mean:93.15625 - response_length_non_aborted/max:96.0 - response_length_non_aborted/min:67.0 - response_length_non_aborted/clip_ratio:0.703125 - response/aborted_ratio:0.0 - prompt_length/mean:21.75 - prompt_length/max:57.0 - prompt_length/min:12.0 - prompt_length/clip_ratio:0.0 - num_turns/min:2 - num_turns/max:2 - num_turns/mean:2.0 - timing_s/start_profile:9.893300011754036e-05 - timing_s/agent_loop/generate_sequences/min:0.9698453859891742 - timing_s/agent_loop/generate_sequences/max:4.199744781013578 - timing_s/agent_loop/generate_sequences/mean:1.6712619439731498 - timing_s/agent_loop/tool_calls/min:0.0 - timing_s/agent_loop/tool_calls/max:0.0 - timing_s/agent_loop/tool_calls/mean:0.0 - timing_s/agent_loop/slowest/generate_sequences:4.199744781013578 - timing_s/agent_loop/slowest/tool_calls:0.0 - timing_s/agent_loop/slowest/prompt_length:12 - timing_s/agent_loop/slowest/response_length:96 - timing_s/gen:10.89104247908108 - timing_s/reward:0.23095878190360963 - timing_s/old_log_prob:9.517973229056224 - timing_s/adv:0.004030113923363388 - timing_s/update_actor:34.17860942403786 - timing_s/step:54.84718261589296 - timing_s/stop_profile:0.00012303399853408337 - timing_per_token_ms/gen:1.8267431196043407 - timing_per_token_ms/adv:0.0005480165791900174 - timing_per_token_ms/update_actor:4.647621624155271 - perf/total_num_tokens:7354 - perf/time_per_step:54.84718261589296 - perf/throughput:67.0408182267237
step:393 - global_seqlen/min:3803 - global_seqlen/max:3865 - global_seqlen/minmax_diff:62 - global_seqlen/balanced_min:3822 - global_seqlen/balanced_max:3846 - global_seqlen/mean:3834.0 - actor/entropy:1.2253262996673584 - perf/mfu/actor_infer:0 - actor/pg_loss:7.427297532558441e-08 - actor/kl_loss:0.0 - actor/pg_clipfrac:0.0 - actor/ppo_kl:0.0 - actor/pg_clipfrac_lower:0.0 - actor/grad_norm:0.7573955059051514 - perf/mfu/actor:0.0 - perf/max_memory_allocated_gb:24.652024269104004 - perf/max_memory_reserved_gb:25.26953125 - perf/cpu_memory_used_gb:29.71926498413086 - actor/lr:1e-05 - training/global_step:393 - training/epoch:0 - train/reward_mean:3.566718377638608 - critic/score/mean:3.566718816757202 - critic/score/max:5.726462364196777 - critic/score/min:-0.3062731921672821 - critic/rewards/mean:3.566718816757202 - critic/rewards/max:5.726462364196777 - critic/rewards/min:-0.3062731921672821 - critic/advantages/mean:-0.0014583359006792307 - critic/advantages/max:1.805225133895874 - critic/advantages/min:-2.1411073207855225 - critic/returns/mean:-0.0014583359006792307 - critic/returns/max:1.805225133895874 - critic/returns/min:-2.1411073207855225 - response_length/mean:94.8125 - response_length/max:96.0 - response_length/min:56.0 - response_length/clip_ratio:0.9375 - response_length_non_aborted/mean:94.8125 - response_length_non_aborted/max:96.0 - response_length_non_aborted/min:56.0 - response_length_non_aborted/clip_ratio:0.9375 - response/aborted_ratio:0.0 - prompt_length/mean:25.0 - prompt_length/max:55.0 - prompt_length/min:10.0 - prompt_length/clip_ratio:0.0 - num_turns/min:2 - num_turns/max:2 - num_turns/mean:2.0 - timing_s/start_profile:8.611299563199282e-05 - timing_s/agent_loop/generate_sequences/min:0.8165164940292016 - timing_s/agent_loop/generate_sequences/max:4.20319821999874 - timing_s/agent_loop/generate_sequences/mean:1.7595618883369752 - timing_s/agent_loop/tool_calls/min:0.0 - timing_s/agent_loop/tool_calls/max:0.0 - timing_s/agent_loop/tool_calls/mean:0.0 - timing_s/agent_loop/slowest/generate_sequences:4.20319821999874 - timing_s/agent_loop/slowest/tool_calls:0.0 - timing_s/agent_loop/slowest/prompt_length:16 - timing_s/agent_loop/slowest/response_length:96 - timing_s/gen:11.213984968024306 - timing_s/reward:0.2515333379851654 - timing_s/old_log_prob:9.44026931701228 - timing_s/adv:0.0066778300097212195 - timing_s/update_actor:34.038097345037386 - timing_s/step:54.97336469695438 - timing_s/stop_profile:0.00011034402996301651 - timing_per_token_ms/gen:1.8480528951918764 - timing_per_token_ms/adv:0.0008708698499897261 - timing_per_token_ms/update_actor:4.438979831121203 - perf/total_num_tokens:7668 - perf/time_per_step:54.97336469695438 - perf/throughput:69.74286586122699
step:394 - global_seqlen/min:3389 - global_seqlen/max:3693 - global_seqlen/minmax_diff:304 - global_seqlen/balanced_min:3541 - global_seqlen/balanced_max:3541 - global_seqlen/mean:3541.0 - actor/entropy:1.088841199874878 - perf/mfu/actor_infer:0 - actor/pg_loss:-3.0389128369279206e-07 - actor/kl_loss:0.0 - actor/pg_clipfrac:0.0 - actor/ppo_kl:0.0 - actor/pg_clipfrac_lower:0.0 - actor/grad_norm:0.710404634475708 - perf/mfu/actor:0.0 - perf/max_memory_allocated_gb:24.652024269104004 - perf/max_memory_reserved_gb:25.26953125 - perf/cpu_memory_used_gb:29.721363067626953 - actor/lr:1e-05 - training/global_step:394 - training/epoch:0 - train/reward_mean:4.618627710267901 - critic/score/mean:4.618628025054932 - critic/score/max:6.0072174072265625 - critic/score/min:0.5267102718353271 - critic/rewards/mean:4.618628025054932 - critic/rewards/max:6.0072174072265625 - critic/rewards/min:0.5267102718353271 - critic/advantages/mean:-0.009426899254322052 - critic/advantages/max:1.311528205871582 - critic/advantages/min:-2.0694000720977783 - critic/returns/mean:-0.009426899254322052 - critic/returns/max:1.311528205871582 - critic/returns/min:-2.0694000720977783 - response_length/mean:93.90625 - response_length/max:96.0 - response_length/min:60.0 - response_length/clip_ratio:0.734375 - response_length_non_aborted/mean:93.90625 - response_length_non_aborted/max:96.0 - response_length_non_aborted/min:60.0 - response_length_non_aborted/clip_ratio:0.734375 - response/aborted_ratio:0.0 - prompt_length/mean:16.75 - prompt_length/max:25.0 - prompt_length/min:12.0 - prompt_length/clip_ratio:0.0 - num_turns/min:2 - num_turns/max:2 - num_turns/mean:2.0 - timing_s/start_profile:0.00012050394434481859 - timing_s/agent_loop/generate_sequences/min:0.8906875349348411 - timing_s/agent_loop/generate_sequences/max:4.128099762951024 - timing_s/agent_loop/generate_sequences/mean:1.6659900841514172 - timing_s/agent_loop/tool_calls/min:0.0 - timing_s/agent_loop/tool_calls/max:0.0 - timing_s/agent_loop/tool_calls/mean:0.0 - timing_s/agent_loop/slowest/generate_sequences:4.128099762951024 - timing_s/agent_loop/slowest/tool_calls:0.0 - timing_s/agent_loop/slowest/prompt_length:12 - timing_s/agent_loop/slowest/response_length:96 - timing_s/gen:10.88135695294477 - timing_s/reward:0.20804224896710366 - timing_s/old_log_prob:9.409476040978916 - timing_s/adv:0.004244790063239634 - timing_s/update_actor:34.28980153799057 - timing_s/step:54.820656711934134 - timing_s/stop_profile:0.00012701295781880617 - timing_per_token_ms/gen:1.8105419222869834 - timing_per_token_ms/adv:0.0005993773034791914 - timing_per_token_ms/update_actor:4.841824560574777 - perf/total_num_tokens:7082 - perf/time_per_step:54.820656711934134 - perf/throughput:64.5924403752928
step:395 - global_seqlen/min:3371 - global_seqlen/max:3440 - global_seqlen/minmax_diff:69 - global_seqlen/balanced_min:3404 - global_seqlen/balanced_max:3407 - global_seqlen/mean:3405.5 - actor/entropy:1.2278027534484863 - perf/mfu/actor_infer:0 - actor/pg_loss:-1.0212534107267857e-07 - actor/kl_loss:0.0 - actor/pg_clipfrac:0.0 - actor/ppo_kl:0.0 - actor/pg_clipfrac_lower:0.0 - actor/grad_norm:0.8411180377006531 - perf/mfu/actor:0.0 - perf/max_memory_allocated_gb:24.652024269104004 - perf/max_memory_reserved_gb:25.26953125 - perf/cpu_memory_used_gb:29.721572875976562 - actor/lr:1e-05 - training/global_step:395 - training/epoch:0 - train/reward_mean:4.492368305101991 - critic/score/mean:4.492368698120117 - critic/score/max:5.919747352600098 - critic/score/min:1.2163716554641724 - critic/rewards/mean:4.492368698120117 - critic/rewards/max:5.919747352600098 - critic/rewards/min:1.2163716554641724 - critic/advantages/mean:0.020145190879702568 - critic/advantages/max:1.547594666481018 - critic/advantages/min:-1.948129653930664 - critic/returns/mean:0.020145190879702568 - critic/returns/max:1.547594666481018 - critic/returns/min:-1.948129653930664 - response_length/mean:91.671875 - response_length/max:96.0 - response_length/min:47.0 - response_length/clip_ratio:0.6875 - response_length_non_aborted/mean:91.671875 - response_length_non_aborted/max:96.0 - response_length_non_aborted/min:47.0 - response_length_non_aborted/clip_ratio:0.6875 - response/aborted_ratio:0.0 - prompt_length/mean:14.75 - prompt_length/max:20.0 - prompt_length/min:10.0 - prompt_length/clip_ratio:0.0 - num_turns/min:2 - num_turns/max:2 - num_turns/mean:2.0 - timing_s/start_profile:9.368208702653646e-05 - timing_s/agent_loop/generate_sequences/min:0.7028178579639643 - timing_s/agent_loop/generate_sequences/max:4.3098790949443355 - timing_s/agent_loop/generate_sequences/mean:1.7683860695742624 - timing_s/agent_loop/tool_calls/min:0.0 - timing_s/agent_loop/tool_calls/max:0.0 - timing_s/agent_loop/tool_calls/mean:0.0 - timing_s/agent_loop/slowest/generate_sequences:4.3098790949443355 - timing_s/agent_loop/slowest/tool_calls:0.0 - timing_s/agent_loop/slowest/prompt_length:12 - timing_s/agent_loop/slowest/response_length:96 - timing_s/gen:11.249880818999372 - timing_s/reward:0.20736264099832624 - timing_s/old_log_prob:9.443626163061708 - timing_s/adv:0.0019004340283572674 - timing_s/update_actor:34.398535970947705 - timing_s/step:55.32603899191599 - timing_s/stop_profile:8.395302575081587e-05 - timing_per_token_ms/gen:1.9174843734445837 - timing_per_token_ms/adv:0.00027902422968099656 - timing_per_token_ms/update_actor:5.050438404191412 - perf/total_num_tokens:6811 - perf/time_per_step:55.32603899191599 - perf/throughput:61.553295013539596
step:396 - global_seqlen/min:3445 - global_seqlen/max:3685 - global_seqlen/minmax_diff:240 - global_seqlen/balanced_min:3565 - global_seqlen/balanced_max:3565 - global_seqlen/mean:3565.0 - actor/entropy:1.2122375965118408 - perf/mfu/actor_infer:0 - actor/pg_loss:7.706694304943085e-08 - actor/kl_loss:0.0 - actor/pg_clipfrac:0.0 - actor/ppo_kl:0.0 - actor/pg_clipfrac_lower:0.0 - actor/grad_norm:0.833446204662323 - perf/mfu/actor:0.0 - perf/max_memory_allocated_gb:24.652024269104004 - perf/max_memory_reserved_gb:25.26953125 - perf/cpu_memory_used_gb:29.70861053466797 - actor/lr:1e-05 - training/global_step:396 - training/epoch:0 - train/reward_mean:4.814434461295605 - critic/score/mean:4.814434051513672 - critic/score/max:6.067638397216797 - critic/score/min:2.009100914001465 - critic/rewards/mean:4.814434051513672 - critic/rewards/max:6.067638397216797 - critic/rewards/min:2.009100914001465 - critic/advantages/mean:-0.0015516739804297686 - critic/advantages/max:1.3372706174850464 - critic/advantages/min:-2.332226276397705 - critic/returns/mean:-0.0015516739804297686 - critic/returns/max:1.3372706174850464 - critic/returns/min:-2.332226276397705 - response_length/mean:92.90625 - response_length/max:96.0 - response_length/min:59.0 - response_length/clip_ratio:0.765625 - response_length_non_aborted/mean:92.90625 - response_length_non_aborted/max:96.0 - response_length_non_aborted/min:59.0 - response_length_non_aborted/clip_ratio:0.765625 - response/aborted_ratio:0.0 - prompt_length/mean:18.5 - prompt_length/max:38.0 - prompt_length/min:12.0 - prompt_length/clip_ratio:0.0 - num_turns/min:2 - num_turns/max:2 - num_turns/mean:2.0 - timing_s/start_profile:5.9181940741837025e-05 - timing_s/agent_loop/generate_sequences/min:0.8085015859687701 - timing_s/agent_loop/generate_sequences/max:3.88089230901096 - timing_s/agent_loop/generate_sequences/mean:1.5306950267931825 - timing_s/agent_loop/tool_calls/min:0.0 - timing_s/agent_loop/tool_calls/max:0.0 - timing_s/agent_loop/tool_calls/mean:0.0 - timing_s/agent_loop/slowest/generate_sequences:3.88089230901096 - timing_s/agent_loop/slowest/tool_calls:0.0 - timing_s/agent_loop/slowest/prompt_length:16 - timing_s/agent_loop/slowest/response_length:96 - timing_s/gen:10.831095992936753 - timing_s/reward:0.20957744400948286 - timing_s/old_log_prob:9.492761350935325 - timing_s/adv:0.004240120993927121 - timing_s/update_actor:34.69857394893188 - timing_s/step:55.26041901495773 - timing_s/stop_profile:0.00011641299352049828 - timing_per_token_ms/gen:1.8215768572042974 - timing_per_token_ms/adv:0.0005946873764273663 - timing_per_token_ms/update_actor:4.866560161140516 - perf/total_num_tokens:7130 - perf/time_per_step:55.26041901495773 - perf/throughput:64.51272110396116
step:397 - global_seqlen/min:3490 - global_seqlen/max:3639 - global_seqlen/minmax_diff:149 - global_seqlen/balanced_min:3564 - global_seqlen/balanced_max:3565 - global_seqlen/mean:3564.5 - actor/entropy:1.200979471206665 - perf/mfu/actor_infer:0 - actor/pg_loss:-9.106588549911976e-08 - actor/kl_loss:0.0 - actor/pg_clipfrac:0.0 - actor/ppo_kl:0.0 - actor/pg_clipfrac_lower:0.0 - actor/grad_norm:0.8109277486801147 - perf/mfu/actor:0.0 - perf/max_memory_allocated_gb:24.652024269104004 - perf/max_memory_reserved_gb:25.26953125 - perf/cpu_memory_used_gb:29.72165298461914 - actor/lr:1e-05 - training/global_step:397 - training/epoch:0 - train/reward_mean:4.380438921973109 - critic/score/mean:4.380438804626465 - critic/score/max:5.856873989105225 - critic/score/min:-1.1297640800476074 - critic/rewards/mean:4.380438804626465 - critic/rewards/max:5.856873989105225 - critic/rewards/min:-1.1297640800476074 - critic/advantages/mean:0.001770770875737071 - critic/advantages/max:1.3950642347335815 - critic/advantages/min:-2.3776638507843018 - critic/returns/mean:0.001770770875737071 - critic/returns/max:1.3950642347335815 - critic/returns/min:-2.3776638507843018 - response_length/mean:93.015625 - response_length/max:96.0 - response_length/min:61.0 - response_length/clip_ratio:0.78125 - response_length_non_aborted/mean:93.015625 - response_length_non_aborted/max:96.0 - response_length_non_aborted/min:61.0 - response_length_non_aborted/clip_ratio:0.78125 - response/aborted_ratio:0.0 - prompt_length/mean:18.375 - prompt_length/max:23.0 - prompt_length/min:14.0 - prompt_length/clip_ratio:0.0 - num_turns/min:2 - num_turns/max:2 - num_turns/mean:2.0 - timing_s/start_profile:8.721300400793552e-05 - timing_s/agent_loop/generate_sequences/min:0.7889561790507287 - timing_s/agent_loop/generate_sequences/max:3.9018812659196556 - timing_s/agent_loop/generate_sequences/mean:1.4383679171824042 - timing_s/agent_loop/tool_calls/min:0.0 - timing_s/agent_loop/tool_calls/max:0.0 - timing_s/agent_loop/tool_calls/mean:0.0 - timing_s/agent_loop/slowest/generate_sequences:3.9018812659196556 - timing_s/agent_loop/slowest/tool_calls:0.0 - timing_s/agent_loop/slowest/prompt_length:19 - timing_s/agent_loop/slowest/response_length:96 - timing_s/gen:10.885042878100649 - timing_s/reward:0.19641672901343554 - timing_s/old_log_prob:9.478166096028872 - timing_s/adv:0.004068554961122572 - timing_s/update_actor:34.70187998295296 - timing_s/step:55.28822653600946 - timing_s/stop_profile:0.00011432298924773932 - timing_per_token_ms/gen:1.8284970398287668 - timing_per_token_ms/adv:0.0005707048619894196 - timing_per_token_ms/update_actor:4.86770654831715 - perf/total_num_tokens:7129 - perf/time_per_step:55.28822653600946 - perf/throughput:64.4712305553593
step:398 - global_seqlen/min:3404 - global_seqlen/max:3576 - global_seqlen/minmax_diff:172 - global_seqlen/balanced_min:3490 - global_seqlen/balanced_max:3490 - global_seqlen/mean:3490.0 - actor/entropy:1.1572659015655518 - perf/mfu/actor_infer:0 - actor/pg_loss:-2.261222107335925e-07 - actor/kl_loss:0.0 - actor/pg_clipfrac:0.0 - actor/ppo_kl:0.0 - actor/pg_clipfrac_lower:0.0 - actor/grad_norm:0.9040934443473816 - perf/mfu/actor:0.0 - perf/max_memory_allocated_gb:24.652024269104004 - perf/max_memory_reserved_gb:25.26953125 - perf/cpu_memory_used_gb:29.718894958496094 - actor/lr:1e-05 - training/global_step:398 - training/epoch:0 - train/reward_mean:4.517694328795187 - critic/score/mean:4.517694473266602 - critic/score/max:6.012052536010742 - critic/score/min:-0.05190534144639969 - critic/rewards/mean:4.517694473266602 - critic/rewards/max:6.012052536010742 - critic/rewards/min:-0.05190534144639969 - critic/advantages/mean:0.01123732514679432 - critic/advantages/max:1.6113768815994263 - critic/advantages/min:-2.207231044769287 - critic/returns/mean:0.01123732514679432 - critic/returns/max:1.6113768815994263 - critic/returns/min:-2.207231044769287 - response_length/mean:92.5625 - response_length/max:96.0 - response_length/min:62.0 - response_length/clip_ratio:0.75 - response_length_non_aborted/mean:92.5625 - response_length_non_aborted/max:96.0 - response_length_non_aborted/min:62.0 - response_length_non_aborted/clip_ratio:0.75 - response/aborted_ratio:0.0 - prompt_length/mean:16.5 - prompt_length/max:25.0 - prompt_length/min:12.0 - prompt_length/clip_ratio:0.0 - num_turns/min:2 - num_turns/max:2 - num_turns/mean:2.0 - timing_s/start_profile:9.232200682163239e-05 - timing_s/agent_loop/generate_sequences/min:0.8874039399670437 - timing_s/agent_loop/generate_sequences/max:4.134175256011076 - timing_s/agent_loop/generate_sequences/mean:1.658978883009695 - timing_s/agent_loop/tool_calls/min:0.0 - timing_s/agent_loop/tool_calls/max:0.0 - timing_s/agent_loop/tool_calls/mean:0.0 - timing_s/agent_loop/slowest/generate_sequences:4.134175256011076 - timing_s/agent_loop/slowest/tool_calls:0.0 - timing_s/agent_loop/slowest/prompt_length:18 - timing_s/agent_loop/slowest/response_length:96 - timing_s/gen:11.235537791042589 - timing_s/reward:0.188246367033571 - timing_s/old_log_prob:9.50730782491155 - timing_s/adv:0.003921472001820803 - timing_s/update_actor:34.330229107989 - timing_s/step:55.28755509702023 - timing_s/stop_profile:0.00011913396883755922 - timing_per_token_ms/gen:1.8966134015939549 - timing_per_token_ms/adv:0.0005618154730402296 - timing_per_token_ms/update_actor:4.918370932376647 - perf/total_num_tokens:6980 - perf/time_per_step:55.28755509702023 - perf/throughput:63.12451317255113
step:399 - global_seqlen/min:3501 - global_seqlen/max:3542 - global_seqlen/minmax_diff:41 - global_seqlen/balanced_min:3521 - global_seqlen/balanced_max:3522 - global_seqlen/mean:3521.5 - actor/entropy:1.169663906097412 - perf/mfu/actor_infer:0 - actor/pg_loss:-4.3735053623095155e-07 - actor/kl_loss:0.0 - actor/pg_clipfrac:0.0 - actor/ppo_kl:0.0 - actor/pg_clipfrac_lower:0.0 - actor/grad_norm:0.790408730506897 - perf/mfu/actor:0.0 - perf/max_memory_allocated_gb:24.652024269104004 - perf/max_memory_reserved_gb:25.26953125 - perf/cpu_memory_used_gb:29.72368621826172 - actor/lr:1e-05 - training/global_step:399 - training/epoch:0 - train/reward_mean:4.8023746204562485 - critic/score/mean:4.802374362945557 - critic/score/max:6.196004867553711 - critic/score/min:0.4599064886569977 - critic/rewards/mean:4.802374362945557 - critic/rewards/max:6.196004867553711 - critic/rewards/min:0.4599064886569977 - critic/advantages/mean:0.0005577051197178662 - critic/advantages/max:1.7707470655441284 - critic/advantages/min:-2.2783100605010986 - critic/returns/mean:0.0005577051197178662 - critic/returns/max:1.7707470655441284 - critic/returns/min:-2.2783100605010986 - response_length/mean:93.671875 - response_length/max:96.0 - response_length/min:73.0 - response_length/clip_ratio:0.8125 - response_length_non_aborted/mean:93.671875 - response_length_non_aborted/max:96.0 - response_length_non_aborted/min:73.0 - response_length_non_aborted/clip_ratio:0.8125 - response/aborted_ratio:0.0 - prompt_length/mean:16.375 - prompt_length/max:21.0 - prompt_length/min:12.0 - prompt_length/clip_ratio:0.0 - num_turns/min:2 - num_turns/max:2 - num_turns/mean:2.0 - timing_s/start_profile:8.701195474714041e-05 - timing_s/agent_loop/generate_sequences/min:1.0329288420034572 - timing_s/agent_loop/generate_sequences/max:2.2354175980435684 - timing_s/agent_loop/generate_sequences/mean:1.5307189609939087 - timing_s/agent_loop/tool_calls/min:0.0 - timing_s/agent_loop/tool_calls/max:0.0 - timing_s/agent_loop/tool_calls/mean:0.0 - timing_s/agent_loop/slowest/generate_sequences:2.2354175980435684 - timing_s/agent_loop/slowest/tool_calls:0.0 - timing_s/agent_loop/slowest/prompt_length:16 - timing_s/agent_loop/slowest/response_length:96 - timing_s/gen:9.221895503927954 - timing_s/reward:0.18892223597504199 - timing_s/old_log_prob:9.413931327988394 - timing_s/adv:0.0019057539757341146 - timing_s/update_actor:34.422188824974 - timing_s/step:53.27133947692346 - timing_s/stop_profile:0.00012215296737849712 - timing_per_token_ms/gen:1.5382644710471982 - timing_per_token_ms/adv:0.0002705883821857326 - timing_per_token_ms/update_actor:4.887432745275309 - perf/total_num_tokens:7043 - perf/time_per_step:53.27133947692346 - perf/throughput:66.1049644063385
